Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,SizeType,SizeValue,Property Type Supergroup
Sri Hartamas,865000.0,3.0,3.0,1.0,Fully Furnished,Built-up,1675.0,Condominium
Taman Desa,4700000.0,2.0,5.0,0.0,Partly Furnished,Built-up,5546.0,Semi-detached House
Setapak,560000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1600.0,Condominium
Setapak,405000.0,3.0,2.0,1.0,Unfurnished,Built-up,1272.0,Condominium
Jalan Ipoh,2600000.0,4.0,6.0,0.0,Partly Furnished,Land area,0.0,Semi-detached House
Setapak,400000.0,3.0,2.0,2.0,Unfurnished,Built-up,1207.0,Condominium
Setapak,400000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Setapak,430000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1400.0,Terrace/Link House
Taman Desa,3650000.0,3.0,6.0,0.0,Unfurnished,Built-up,4238.0,Bungalow
Taman Desa,1380000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Taman Desa,1250000.0,3.0,3.0,0.0,Fully Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,4000000.0,3.0,5.0,3.0,Partly Furnished,Built-up,5733.0,Condominium
Mont Kiara,2380000.0,2.0,4.0,3.0,Partly Furnished,Built-up,3055.0,Condominium
Mont Kiara,1780000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2580.0,Condominium
Mid Valley City,1780000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1905.0,Condominium
Dutamas,1120000.0,2.0,4.0,0.0,Fully Furnished,Built-up,1970.0,Condominium
Taman Desa,6800000.0,6.0,8.0,6.0,Unfurnished,Land area,7987.0,Condominium
Mont Kiara,1950000.0,2.0,2.0,2.0,Fully Furnished,Built-up,3000.0,Condominium
Bukit Bintang,760000.0,3.0,1.0,1.0,Fully Furnished,Built-up,696.0,Serviced Residence
Bukit Jalil,2500000.0,2.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Ampang,530000.0,3.0,1.0,0.0,Fully Furnished,Built-up,948.0,Serviced Residence
Bukit Jalil,2180000.0,3.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Dutamas,500000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1100.0,Condominium
Wangsa Maju,925000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1551.0,Condominium
Kepong,520000.0,3.0,2.0,1.0,Fully Furnished,Land area,0.0,Condominium
Mont Kiara,1100000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1605.0,Condominium
Mont Kiara,1170000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1605.0,Condominium
Mont Kiara,1180000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1605.0,Condominium
Taman Tun Dr Ismail,1460000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1836.0,Condominium
KL Sentral,980000.0,3.0,1.0,1.0,Partly Furnished,Built-up,811.0,Condominium
Mont Kiara,1080000.0,2.0,3.0,3.0,Fully Furnished,Built-up,1500.0,Condominium
KLCC,1113700.0,3.0,2.0,1.0,Partly Furnished,Built-up,1591.0,Condominium
Jalan Klang Lama (Old Klang Road),760000.0,2.0,2.0,0.0,Unfurnished,Built-up,1406.0,Condominium
Cheras,1550000.0,3.0,4.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
KLCC,1085700.0,3.0,2.0,1.0,Partly Furnished,Built-up,1551.0,Condominium
KLCC,1502900.0,2.0,3.0,1.0,Partly Furnished,Built-up,2174.0,Condominium
Jalan Klang Lama (Old Klang Road),629000.0,2.0,4.0,2.0,Unfurnished,Land area,1368.0,Condominium
KLCC,1270000.0,1.0,1.0,1.0,Unfurnished,Built-up,653.0,Serviced Residence
Mont Kiara,850000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1248.0,Serviced Residence
Mont Kiara,985000.0,2.0,2.0,0.0,Unfurnished,Built-up,1552.0,Serviced Residence
Mont Kiara,2380000.0,2.0,6.0,0.0,Partly Furnished,Built-up,3410.0,Condominium
Mont Kiara,1495000.0,2.0,4.0,0.0,Partly Furnished,Built-up,1905.0,Condominium
Bangsar South,690000.0,3.0,2.0,1.0,Fully Furnished,Built-up,815.0,Serviced Residence
Dutamas,4800000.0,3.0,6.0,0.0,Partly Furnished,Land area,2400.0,Semi-detached House
Mont Kiara,2950000.0,3.0,6.0,4.0,Partly Furnished,Built-up,3982.0,Condominium
Mont Kiara,1650000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2780.0,Condominium
Kepong,288000.0,3.0,2.0,1.0,Unfurnished,Land area,851.0,Apartment
Mont Kiara,3020000.0,2.0,4.0,3.0,Partly Furnished,Built-up,3729.0,Condominium
Segambut,660000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Mont Kiara,2190000.0,2.0,4.0,3.0,Partly Furnished,Built-up,2707.0,Condominium
KL City,360000.0,3.0,1.0,1.0,Unfurnished,Land area,405.0,Serviced Residence
Taman Desa,3700000.0,2.0,6.0,3.0,Unfurnished,Land area,4526.0,Condominium
Kepong,798000.0,3.0,3.0,0.0,Unfurnished,Land area,1760.0,Terrace/Link House
Kepong,595000.0,3.0,2.0,0.0,Unfurnished,Land area,880.0,Terrace/Link House
Wangsa Maju,200000.0,3.0,1.0,0.0,Unfurnished,Built-up,532.0,Flat
Desa ParkCity,2400000.0,3.0,6.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Jalan Ipoh,486000.0,3.0,2.0,0.0,Unknown,Built-up,978.0,Condominium
Mont Kiara,1200000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1756.0,Condominium
Kepong,480000.0,3.0,2.0,2.0,Unfurnished,Built-up,1027.0,Serviced Residence
Sri Hartamas,578000.0,3.0,2.0,0.0,Unfurnished,Land area,947.0,Condominium
Setapak,490000.0,3.0,2.0,1.0,Unfurnished,Land area,1130.0,Condominium
Mont Kiara,3050000.0,3.0,6.0,2.0,Partly Furnished,Land area,2806.0,Terrace/Link House
Kepong,1180000.0,3.0,6.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bangsar,1000000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1223.0,Serviced Residence
Bangsar,1400000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1610.0,Serviced Residence
Bangsar,720000.0,3.0,1.0,0.0,Partly Furnished,Built-up,784.0,Serviced Residence
Bangsar,670000.0,3.0,1.0,1.0,Fully Furnished,Built-up,671.0,Serviced Residence
Kepong,1180000.0,3.0,6.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Kepong,370000.0,3.0,2.0,1.0,Unfurnished,Built-up,822.0,Condominium
Bangsar,930000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1098.0,Serviced Residence
Sentul,1200000.0,3.0,7.0,4.0,Partly Furnished,Built-up,3500.0,Terrace/Link House
Cheras,672300.0,3.0,2.0,0.0,Unknown,Built-up,1272.0,Serviced Residence
Mont Kiara,2250000.0,2.0,4.0,3.0,Partly Furnished,Built-up,3150.0,Condominium
Setapak,270000.0,3.0,1.0,1.0,Unfurnished,Land area,653.0,Apartment
Mont Kiara,1750000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2580.0,Condominium
Mont Kiara,2250000.0,2.0,4.0,0.0,Unfurnished,Built-up,3055.0,Condominium
Kepong,360000.0,3.0,2.0,0.0,Partly Furnished,Land area,865.0,Townhouse
Bandar Menjalara,560000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Ampang Hilir,5010000.0,2.0,6.0,3.0,Partly Furnished,Built-up,3950.0,Condominium
Bandar Menjalara,838000.0,3.0,3.0,0.0,Unfurnished,Land area,1650.0,Terrace/Link House
Bandar Menjalara,420000.0,3.0,2.0,1.0,Unfurnished,Built-up,1076.0,Condominium
Taman Desa,465000.0,3.0,1.0,1.0,Fully Furnished,Built-up,578.0,Serviced Residence
Jalan Ipoh,550000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1011.0,Condominium
Jalan Ipoh,429900.0,3.0,1.0,0.0,Fully Furnished,Built-up,698.0,Condominium
Mont Kiara,1450000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2163.0,Condominium
Jalan Ipoh,429900.0,3.0,1.0,1.0,Fully Furnished,Built-up,698.0,Condominium
Jalan Ipoh,560000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1011.0,Condominium
Mont Kiara,1680000.0,2.0,3.0,3.0,Unfurnished,Built-up,2648.0,Condominium
Mont Kiara,1300000.0,2.0,3.0,0.0,Unfurnished,Built-up,1668.0,Condominium
Mont Kiara,1400000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1668.0,Condominium
Jalan Ipoh,580000.0,3.0,2.0,2.0,Unfurnished,Built-up,911.0,Condominium
Jalan Ipoh,620000.0,3.0,2.0,2.0,Partly Furnished,Built-up,911.0,Condominium
Cheras,398000.0,3.0,2.0,0.0,Unfurnished,Land area,1400.0,Terrace/Link House
KLCC,4200000.0,3.0,3.0,2.0,Partly Furnished,Built-up,2250.0,Condominium
Cheras,630000.0,3.0,3.0,2.0,Partly Furnished,Land area,1650.0,Terrace/Link House
Mont Kiara,1780000.0,2.0,4.0,2.0,Fully Furnished,Built-up,2735.0,Condominium
Titiwangsa,635000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1100.0,Serviced Residence
Segambut,365000.0,3.0,2.0,1.0,Partly Furnished,Built-up,920.0,Apartment
Mid Valley City,2100000.0,2.0,4.0,0.0,Fully Furnished,Built-up,1906.0,Condominium
Jalan Kuching,520000.0,3.0,2.0,1.0,Partly Furnished,Built-up,865.0,Condominium
KLCC,1050000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1313.0,Serviced Residence
KLCC,1230000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1378.0,Serviced Residence
KLCC,1300000.0,2.0,4.0,3.0,Fully Furnished,Built-up,1701.0,Serviced Residence
KLCC,689000.0,3.0,1.0,1.0,Partly Furnished,Built-up,689.0,Serviced Residence
KLCC,899000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1055.0,Serviced Residence
KLCC,1050000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1313.0,Serviced Residence
KLCC,1050000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1335.0,Serviced Residence
KLCC,834974.0,1.0,2.0,1.0,Partly Furnished,Built-up,969.0,Serviced Residence
KLCC,660000.0,3.0,1.0,1.0,Partly Furnished,Built-up,689.0,Serviced Residence
KLCC,1474000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1485.0,Serviced Residence
KLCC,689000.0,3.0,1.0,1.0,Partly Furnished,Built-up,689.0,Serviced Residence
KLCC,1280000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1701.0,Serviced Residence
KLCC,1480000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1485.0,Serviced Residence
KLCC,721000.0,3.0,1.0,0.0,Partly Furnished,Built-up,721.0,Serviced Residence
KLCC,743000.0,3.0,1.0,0.0,Partly Furnished,Built-up,743.0,Serviced Residence
KLCC,635000.0,3.0,1.0,0.0,Partly Furnished,Built-up,635.0,Serviced Residence
KLCC,1400000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1701.0,Serviced Residence
KLCC,1474000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1485.0,Serviced Residence
KLCC,1280000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1701.0,Serviced Residence
KLCC,1350000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1701.0,Serviced Residence
KLCC,850000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1055.0,Serviced Residence
KLCC,1080000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1313.0,Serviced Residence
KLCC,1050000.0,2.0,3.0,3.0,Fully Furnished,Built-up,1313.0,Serviced Residence
KLCC,750000.0,3.0,1.0,1.0,Partly Furnished,Built-up,721.0,Serviced Residence
KLCC,780000.0,1.0,1.0,0.0,Partly Furnished,Built-up,904.0,Serviced Residence
KLCC,830000.0,1.0,1.0,0.0,Partly Furnished,Built-up,980.0,Serviced Residence
KLCC,880000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1055.0,Serviced Residence
KLCC,1280000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1378.0,Serviced Residence
KLCC,1380000.0,2.0,4.0,0.0,Partly Furnished,Built-up,1701.0,Serviced Residence
KLCC,870000.0,1.0,1.0,0.0,Partly Furnished,Built-up,980.0,Serviced Residence
KLCC,950000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1055.0,Serviced Residence
KLCC,920000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1055.0,Serviced Residence
KLCC,990000.0,2.0,3.0,0.0,Partly Furnished,Built-up,1055.0,Serviced Residence
KLCC,1150000.0,2.0,4.0,3.0,Partly Furnished,Built-up,1701.0,Serviced Residence
KLCC,890000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1055.0,Serviced Residence
KLCC,1000000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1335.0,Serviced Residence
KLCC,750000.0,1.0,1.0,0.0,Partly Furnished,Built-up,807.0,Serviced Residence
KLCC,1150000.0,2.0,4.0,3.0,Partly Furnished,Built-up,1378.0,Serviced Residence
KLCC,900000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1055.0,Serviced Residence
KLCC,1200000.0,2.0,4.0,2.0,Fully Furnished,Built-up,1378.0,Serviced Residence
KLCC,689000.0,3.0,1.0,0.0,Partly Furnished,Built-up,689.0,Serviced Residence
KLCC,2150000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1076.0,Serviced Residence
KLCC,3200000.0,3.0,3.0,0.0,Fully Furnished,Built-up,1668.0,Serviced Residence
KLCC,528000.0,3.0,1.0,1.0,Partly Furnished,Built-up,624.0,Serviced Residence
KLCC,2282000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1087.0,Serviced Residence
Kepong,2320000.0,3.0,6.0,0.0,Fully Furnished,Land area,0.0,Semi-detached House
Kepong,3400000.0,3.0,6.0,0.0,Unfurnished,Land area,0.0,Semi-detached House
Desa ParkCity,1630000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2066.0,Condominium
Pandan Perdana,270000.0,3.0,1.0,1.0,Partly Furnished,Built-up,450.0,Condominium
Damansara,6480000.0,3.0,7.0,4.0,Fully Furnished,Land area,6307.0,Bungalow
Pandan Perdana,270000.0,3.0,1.0,1.0,Partly Furnished,Built-up,450.0,Condominium
Sunway SPK,3600000.0,3.0,5.0,0.0,Partly Furnished,Land area,0.0,Semi-detached House
Cheras,474000.0,3.0,2.0,2.0,Unfurnished,Land area,0.0,Condominium
Cheras,439600.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Condominium
Sungai Besi,380000.0,3.0,2.0,1.0,Unfurnished,Built-up,800.0,Serviced Residence
Sungai Besi,380000.0,3.0,2.0,1.0,Unfurnished,Built-up,800.0,Serviced Residence
Sungai Besi,380000.0,3.0,2.0,1.0,Unfurnished,Built-up,800.0,Serviced Residence
Cheras,300000.0,3.0,2.0,1.0,Unfurnished,Built-up,650.0,Serviced Residence
Pandan Perdana,270000.0,3.0,1.0,1.0,Partly Furnished,Built-up,450.0,Condominium
Sungai Besi,370000.0,3.0,2.0,1.0,Unfurnished,Built-up,650.0,Serviced Residence
Dutamas,3380000.0,4.0,7.0,4.0,Partly Furnished,Land area,0.0,Semi-detached House
Jalan Ipoh,3000000.0,3.0,8.0,4.0,Unfurnished,Built-up,6900.0,Bungalow
Cheras,474000.0,3.0,2.0,2.0,Unfurnished,Land area,0.0,Condominium
Cheras,439600.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Condominium
Kepong,1350000.0,3.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,2400000.0,3.0,6.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bandar Menjalara,380000.0,3.0,2.0,1.0,Partly Furnished,Built-up,850.0,Serviced Residence
Desa ParkCity,935000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1097.0,Condominium
KL City,530000.0,3.0,2.0,1.0,Fully Furnished,Land area,753.0,Serviced Residence
KL City,600000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1090.0,Condominium
Bukit Bintang,580000.0,1.0,2.0,2.0,Fully Furnished,Land area,535.0,Serviced Residence
Mont Kiara,2600000.0,3.0,6.0,5.0,Partly Furnished,Land area,4500.0,Condominium
Bukit Jalil,610000.0,3.0,2.0,3.0,Unfurnished,Built-up,1281.0,Condominium
KLCC,2400000.0,2.0,4.0,2.0,Fully Furnished,Built-up,3439.0,Condominium
Kepong,490000.0,3.0,2.0,1.0,Unfurnished,Built-up,1030.0,Condominium
Setapak,518000.0,3.0,2.0,0.0,Unfurnished,Built-up,1190.0,Condominium
Setapak,490000.0,3.0,2.0,1.0,Unfurnished,Built-up,1450.0,Condominium
Taman Desa,2700000.0,2.0,6.0,3.0,Unfurnished,Land area,3729.0,Condominium
Wangsa Maju,395000.0,1.0,2.0,1.0,Partly Furnished,Built-up,657.0,Serviced Residence
Mont Kiara,3300000.0,4.0,7.0,5.0,Partly Furnished,Land area,3090.0,Bungalow
Bukit Jalil,628000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1236.0,Condominium
Bukit Jalil,618000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1232.0,Condominium
Bukit Jalil,750000.0,2.0,3.0,2.0,Partly Furnished,Land area,1293.0,Condominium
Mont Kiara,590000.0,2.0,2.0,1.0,Partly Furnished,Built-up,1238.0,Condominium
KLCC,2200000.0,1.0,2.0,1.0,Partly Furnished,Built-up,1087.0,Serviced Residence
Bukit Bintang,3980000.0,2.0,5.0,2.0,Fully Furnished,Built-up,2405.0,Serviced Residence
Mont Kiara,2500000.0,2.0,6.0,3.0,Partly Furnished,Built-up,3729.0,Condominium
Bangsar South,740000.0,1.0,1.0,0.0,Partly Furnished,Built-up,861.0,Serviced Residence
KLCC,4200000.0,2.0,3.0,1.0,Partly Furnished,Built-up,1668.0,Serviced Residence
KLCC,1000000.0,3.0,1.0,1.0,Fully Furnished,Land area,753.0,Condominium
Jalan Kuching,310000.0,3.0,2.0,1.0,Unfurnished,Built-up,903.0,Apartment
Bukit Bintang,3600000.0,2.0,4.0,2.0,Fully Furnished,Built-up,2013.0,Serviced Residence
Bukit Bintang,660000.0,3.0,1.0,0.0,Fully Furnished,Built-up,550.0,Serviced Residence
City Centre,610000.0,3.0,3.0,1.0,Fully Furnished,Built-up,1300.0,Condominium
Jalan Kuching,699000.0,3.0,2.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bukit Jalil,428000.0,3.0,2.0,1.0,Unfurnished,Built-up,890.0,Apartment
Desa ParkCity,970000.0,3.0,3.0,0.0,Fully Furnished,Land area,0.0,Terrace/Link House
Bandar Menjalara,950000.0,2.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Kepong,850000.0,3.0,3.0,0.0,Fully Furnished,Land area,0.0,Terrace/Link House
Bandar Menjalara,3650000.0,3.0,5.0,0.0,Fully Furnished,Land area,0.0,Semi-detached House
Damansara Heights,3800000.0,2.0,3.0,1.0,Partly Furnished,Built-up,2702.0,Serviced Residence
Damansara Heights,2210850.0,2.0,2.0,1.0,Partly Furnished,Built-up,1668.0,Serviced Residence
Damansara Heights,1650000.0,1.0,2.0,1.0,Partly Furnished,Built-up,1184.0,Serviced Residence
Damansara Heights,1500000.0,1.0,1.0,1.0,Partly Furnished,Built-up,904.0,Serviced Residence
KL City,1380566.0,3.0,2.0,0.0,Partly Furnished,Built-up,895.0,Serviced Residence
KL City,1073374.0,1.0,1.0,0.0,Partly Furnished,Built-up,688.0,Serviced Residence
KL City,998210.0,1.0,1.0,0.0,Partly Furnished,Built-up,625.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),730000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1148.0,Serviced Residence
City Centre,3700000.0,2.0,5.0,2.0,Partly Furnished,Built-up,3285.0,Condominium
Jalan Klang Lama (Old Klang Road),700000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1112.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),560000.0,3.0,2.0,1.0,Partly Furnished,Built-up,763.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),390000.0,3.0,2.0,0.0,Partly Furnished,Built-up,775.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),610000.0,3.0,2.0,1.0,Partly Furnished,Built-up,911.0,Serviced Residence
KLCC,980000.0,3.0,1.0,0.0,Fully Furnished,Built-up,627.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),680000.0,3.0,2.0,2.0,Fully Furnished,Built-up,814.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),718000.0,3.0,2.0,2.0,Fully Furnished,Built-up,909.0,Serviced Residence
Bangsar,830000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1098.0,Condominium
Bangsar,680000.0,1.0,1.0,1.0,Partly Furnished,Built-up,624.0,Condominium
Bangsar,4100000.0,2.0,5.0,0.0,Partly Furnished,Built-up,4080.0,Condominium
Bangsar,1500000.0,2.0,3.0,2.0,Partly Furnished,Land area,1807.0,Condominium
Damansara Heights,2600000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1851.0,Serviced Residence
KLCC,1200000.0,3.0,2.0,0.0,Fully Furnished,Land area,1124.0,Condominium
Seputeh,2500000.0,2.0,5.0,2.0,Fully Furnished,Land area,2900.0,Condominium
Sri Hartamas,3900000.0,2.0,6.0,3.0,Unfurnished,Built-up,4146.0,Condominium
Seputeh,720000.0,3.0,2.0,1.0,Partly Furnished,Land area,1022.0,Condominium
Seputeh,1200000.0,2.0,3.0,0.0,Fully Furnished,Land area,1798.0,Condominium
Mont Kiara,3681000.0,2.0,5.0,3.0,Partly Furnished,Built-up,4090.0,Condominium
Mont Kiara,3480000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3720.0,Condominium
Mont Kiara,3268000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3632.0,Condominium
Bangsar,1600000.0,3.0,3.0,2.0,Partly Furnished,Built-up,2239.0,Condominium
Mont Kiara,3190000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3632.0,Condominium
Setapak,498000.0,3.0,2.0,1.0,Partly Furnished,Land area,1272.0,Condominium
Seputeh,890000.0,3.0,2.0,1.0,Partly Furnished,Land area,1305.0,Condominium
Seputeh,690000.0,3.0,2.0,0.0,Partly Furnished,Land area,1044.0,Condominium
Bangsar,1250000.0,3.0,2.0,3.0,Fully Furnished,Land area,1500.0,Condominium
Cheras,330000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1111.0,Condominium
Mont Kiara,1350000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1603.0,Condominium
KLCC,2572800.0,2.0,4.0,2.0,Partly Furnished,Built-up,2144.0,Condominium
KLCC,2357250.0,2.0,4.0,2.0,Partly Furnished,Built-up,2245.0,Condominium
KLCC,2464350.0,2.0,4.0,2.0,Partly Furnished,Built-up,2347.0,Condominium
KLCC,2715300.0,2.0,4.0,2.0,Partly Furnished,Built-up,2586.0,Condominium
KLCC,3051300.0,2.0,4.0,2.0,Partly Furnished,Built-up,2906.0,Condominium
KLCC,3341900.0,2.0,4.0,2.0,Partly Furnished,Built-up,2906.0,Condominium
Titiwangsa,3500000.0,2.0,4.0,3.0,Partly Furnished,Land area,6000.0,Bungalow
Titiwangsa,3200000.0,2.0,5.0,6.0,Unfurnished,Land area,6000.0,Bungalow
KL City,28000000.0,3.0,6.0,0.0,Partly Furnished,Land area,51924.0,Bungalow
KL City,20000000.0,4.0,5.0,0.0,Partly Furnished,Land area,61108.0,Bungalow
Taman Desa,398000.0,3.0,2.0,0.0,Partly Furnished,Built-up,938.0,Condominium
Desa ParkCity,1280000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1281.0,Condominium
Desa ParkCity,1308000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1346.0,Condominium
Taman Desa,378000.0,3.0,2.0,0.0,Partly Furnished,Built-up,918.0,Condominium
Taman Desa,1250000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Desa ParkCity,1230000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1375.0,Condominium
Desa ParkCity,1280000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1561.0,Condominium
Taman Desa,220000.0,3.0,2.0,1.0,Fully Furnished,Built-up,600.0,Apartment
Bangsar,7680000.0,2.0,6.0,4.0,Partly Furnished,Built-up,5200.0,Condominium
Bangsar,4080000.0,2.0,5.0,3.0,Partly Furnished,Built-up,3658.0,Condominium
Mont Kiara,3899000.0,3.0,4.0,3.0,Partly Furnished,Built-up,5090.0,Condominium
Mont Kiara,2041942.0,3.0,4.0,3.0,Partly Furnished,Built-up,2766.0,Condominium
Mont Kiara,1657810.0,3.0,3.0,2.0,Partly Furnished,Built-up,2163.0,Condominium
Damansara Heights,1400000.0,3.0,1.0,1.0,Partly Furnished,Built-up,904.0,Serviced Residence
KLCC,10648000.0,2.0,5.0,0.0,Partly Furnished,Built-up,5952.0,Serviced Residence
Kepong,538000.0,3.0,2.0,3.0,Partly Furnished,Land area,0.0,Townhouse
Bandar Menjalara,780000.0,3.0,2.0,2.0,Unfurnished,Built-up,1400.0,Condominium
KLCC,860000.0,3.0,1.0,1.0,Fully Furnished,Built-up,743.0,Serviced Residence
KLCC,2580000.0,2.0,3.0,0.0,Fully Furnished,Built-up,1592.0,Serviced Residence
Damansara Heights,12000000.0,3.0,9.0,8.0,Partly Furnished,Land area,8000.0,Bungalow
Sentul,493600.0,3.0,2.0,2.0,Unfurnished,Built-up,1001.0,Serviced Residence
Taman Desa,370000.0,3.0,2.0,0.0,Fully Furnished,Built-up,938.0,Condominium
Sentul,414600.0,3.0,2.0,1.0,Unfurnished,Built-up,850.0,Serviced Residence
Taman Desa,2700000.0,2.0,5.0,7.0,Partly Furnished,Land area,3886.0,Condominium
Cheras,230000.0,3.0,2.0,0.0,Unknown,Built-up,800.0,Apartment
Bukit Jalil,388000.0,3.0,2.0,1.0,Unknown,Built-up,1093.0,Apartment
Mont Kiara,1680000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1778.0,Condominium
Sentul,690000.0,3.0,3.0,1.0,Fully Furnished,Built-up,999.0,Condominium
Bukit Tunku (Kenny Hills),14800000.0,4.0,8.0,0.0,Partly Furnished,Land area,11981.0,Bungalow
Bukit Jalil,580000.0,3.0,2.0,2.0,Unfurnished,Built-up,1100.0,Condominium
Setapak,520000.0,3.0,2.0,2.0,Partly Furnished,Built-up,918.0,Serviced Residence
Cheras,450800.0,3.0,2.0,2.0,Unfurnished,Built-up,850.0,Condominium
KL City,490000.0,3.0,2.0,2.0,Unfurnished,Built-up,1184.0,Condominium
Cheras,504600.0,3.0,2.0,2.0,Partly Furnished,Built-up,1000.0,Condominium
Mont Kiara,2700000.0,2.0,5.0,0.0,Unfurnished,Built-up,4627.0,Terrace/Link House
Mont Kiara,920000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1828.0,Condominium
Bukit Tunku (Kenny Hills),4980000.0,2.0,6.0,0.0,Partly Furnished,Land area,4200.0,Semi-detached House
Ampang,850000.0,3.0,3.0,0.0,Partly Furnished,Land area,1470.0,Terrace/Link House
Mont Kiara,2800000.0,3.0,5.0,0.0,Partly Furnished,Built-up,2702.0,Condominium
Mont Kiara,1750000.0,2.0,4.0,0.0,Partly Furnished,Built-up,1668.0,Condominium
Mont Kiara,1850000.0,2.0,5.0,0.0,Partly Furnished,Built-up,1830.0,Condominium
