Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,SizeType,SizeValue,Property Type Supergroup
KLCC,850000.0,3.0,2.0,1.0,Partly Furnished,Built-up,876.0,Condominium
Ampang Hilir,890000.0,3.0,1.0,1.0,Fully Furnished,Built-up,820.0,Serviced Residence
KLCC,999000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1182.0,Condominium
Jalan Klang Lama (Old Klang Road),700000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1168.0,Condominium
KLCC,1100000.0,3.0,2.0,1.0,Fully Furnished,Built-up,835.0,Condominium
Kepong,1350000.0,3.0,4.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bukit Jalil,348000.0,3.0,2.0,0.0,Unfurnished,Built-up,732.0,Apartment
Kepong,680000.0,3.0,4.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),478000.0,2.0,2.0,1.0,Fully Furnished,Built-up,1201.0,Condominium
Kuchai Lama,537000.0,3.0,2.0,1.0,Partly Furnished,Built-up,822.0,Serviced Residence
Bukit Jalil,938000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1513.0,Condominium
Mont Kiara,650000.0,3.0,2.0,1.0,Unfurnished,Built-up,813.0,Serviced Residence
Mont Kiara,585000.0,1.0,1.0,1.0,Fully Furnished,Built-up,742.0,Serviced Residence
Sri Petaling,3000000.0,3.0,5.0,0.0,Partly Furnished,Land area,6000.0,Semi-detached House
Sri Petaling,700000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1729.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),420000.0,3.0,2.0,2.0,Partly Furnished,Built-up,950.0,Serviced Residence
Kepong,630000.0,3.0,2.0,0.0,Unfurnished,Built-up,1162.0,Serviced Residence
Segambut,430000.0,3.0,3.0,0.0,Unfurnished,Land area,630.0,Terrace/Link House
Mont Kiara,1000000.0,3.0,2.0,1.0,Fully Furnished,Built-up,926.0,Serviced Residence
Wangsa Maju,1000000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1528.0,Condominium
Sri Petaling,280000.0,3.0,2.0,1.0,Partly Furnished,Built-up,850.0,Condominium
Pantai,360000.0,3.0,2.0,1.0,Unfurnished,Built-up,518.0,Serviced Residence
Cheras,360000.0,3.0,2.0,2.0,Unfurnished,Built-up,945.0,Condominium
Cheras,455000.0,3.0,2.0,1.0,Partly Furnished,Land area,0.0,Townhouse
Cheras,380000.0,3.0,2.0,1.0,Unfurnished,Built-up,819.0,Serviced Residence
Bangsar South,830000.0,1.0,1.0,0.0,Fully Furnished,Built-up,831.0,Serviced Residence
Ampang,750000.0,3.0,2.0,1.0,Partly Furnished,Built-up,950.0,Serviced Residence
Ampang,650000.0,3.0,2.0,1.0,Partly Furnished,Built-up,856.0,Serviced Residence
Bangsar South,900000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1032.0,Serviced Residence
KLCC,3400000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2006.0,Serviced Residence
KLCC,3400000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2006.0,Serviced Residence
KLCC,2180000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1270.0,Serviced Residence
KLCC,2180000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1270.0,Serviced Residence
KLCC,1335000.0,3.0,1.0,1.0,Partly Furnished,Built-up,925.0,Serviced Residence
KLCC,1335000.0,3.0,1.0,1.0,Partly Furnished,Built-up,925.0,Serviced Residence
KLCC,1380000.0,3.0,1.0,1.0,Partly Furnished,Built-up,925.0,Serviced Residence
KLCC,1365000.0,3.0,1.0,1.0,Partly Furnished,Built-up,925.0,Serviced Residence
Ampang,848424.0,3.0,2.0,2.0,Partly Furnished,Built-up,1193.0,Serviced Residence
KLCC,1450000.0,3.0,1.0,1.0,Fully Furnished,Built-up,850.0,Serviced Residence
KLCC,1780000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1050.0,Serviced Residence
KLCC,1780000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1050.0,Serviced Residence
KLCC,1490000.0,1.0,1.0,1.0,Fully Furnished,Built-up,880.0,Serviced Residence
Sentul,1500000.0,3.0,4.0,2.0,Partly Furnished,Land area,3418.0,Terrace/Link House
Sri Hartamas,3800000.0,2.0,6.0,2.0,Partly Furnished,Land area,0.0,Bungalow
Sri Hartamas,3800000.0,3.0,7.0,2.0,Partly Furnished,Land area,0.0,Bungalow
Sri Hartamas,3800000.0,2.0,6.0,2.0,Partly Furnished,Land area,0.0,Bungalow
Bangsar,2400000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2928.0,Condominium
Taman Duta,13195000.0,3.0,5.0,0.0,Partly Furnished,Land area,37700.0,Bungalow
Taman Tun Dr Ismail,1450000.0,3.0,5.0,1.0,Partly Furnished,Land area,1800.0,Terrace/Link House
Bangsar,1600000.0,3.0,2.0,1.0,Partly Furnished,Land area,0.0,Terrace/Link House
KL Sentral,1570000.0,1.0,2.0,1.0,Fully Furnished,Built-up,1087.0,Serviced Residence
Sri Hartamas,2500000.0,2.0,5.0,3.0,Fully Furnished,Built-up,3750.0,Semi-detached House
KLCC,5800000.0,4.0,6.0,4.0,Partly Furnished,Built-up,5447.0,Serviced Residence
Bangsar,6000000.0,3.0,6.0,0.0,Partly Furnished,Land area,6000.0,Bungalow
KLCC,2201935.0,2.0,5.0,0.0,Partly Furnished,Built-up,2213.0,Serviced Residence
Sri Hartamas,3200000.0,3.0,7.0,2.0,Partly Furnished,Land area,3800.0,Semi-detached House
Bukit Tunku (Kenny Hills),16500000.0,4.0,10.0,0.0,Partly Furnished,Land area,11981.0,Bungalow
Sri Hartamas,2550000.0,3.0,4.0,2.0,Partly Furnished,Built-up,3309.0,Serviced Residence
KLCC,10226800.0,4.0,7.0,4.0,Partly Furnished,Built-up,6910.0,Serviced Residence
Sri Hartamas,3300000.0,3.0,6.0,2.0,Partly Furnished,Land area,4000.0,Semi-detached House
KLCC,1705600.0,2.0,2.0,0.0,Fully Furnished,Built-up,1066.0,Serviced Residence
KLCC,5594780.0,2.0,5.0,0.0,Partly Furnished,Built-up,3541.0,Serviced Residence
Bangsar,2000000.0,2.0,5.0,0.0,Partly Furnished,Built-up,2027.0,Serviced Residence
Ampang Hilir,1395000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2100.0,Condominium
KL Sentral,1550000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1584.0,Condominium
Bukit Tunku (Kenny Hills),9300000.0,2.0,4.0,2.0,Partly Furnished,Land area,21668.0,Bungalow
Bukit Tunku (Kenny Hills),13000000.0,4.0,7.0,6.0,Partly Furnished,Land area,28000.0,Bungalow
Damansara Heights,6500000.0,3.0,7.0,0.0,Partly Furnished,Land area,7000.0,Bungalow
Damansara Heights,4500000.0,3.0,6.0,0.0,Partly Furnished,Land area,6360.0,Bungalow
Damansara Heights,4600000.0,2.0,4.0,0.0,Unknown,Land area,7650.0,Bungalow
Bangsar,2152000.0,2.0,3.0,1.0,Partly Furnished,Built-up,2152.0,Condominium
Titiwangsa,2200000.0,3.0,5.0,2.0,Partly Furnished,Land area,3305.0,Semi-detached House
Damansara Heights,1795000.0,1.0,2.0,2.0,Partly Furnished,Built-up,1148.0,Serviced Residence
Damansara Heights,1695000.0,1.0,2.0,2.0,Fully Furnished,Built-up,1220.0,Serviced Residence
Damansara Heights,2381904.0,2.0,4.0,2.0,Partly Furnished,Built-up,1668.0,Serviced Residence
Damansara Heights,1814240.0,1.0,2.0,2.0,Partly Furnished,Built-up,1160.0,Serviced Residence
Damansara Heights,2785500.0,2.0,4.0,2.0,Partly Furnished,Built-up,1857.0,Serviced Residence
Damansara Heights,1718556.0,1.0,2.0,2.0,Partly Furnished,Built-up,1148.0,Serviced Residence
Ampang Hilir,4300000.0,2.0,6.0,2.0,Partly Furnished,Built-up,6682.0,Condominium
KLCC,5074700.0,2.0,5.0,2.0,Partly Furnished,Built-up,3274.0,Serviced Residence
Bukit Tunku (Kenny Hills),1400000.0,2.0,4.0,1.0,Partly Furnished,Built-up,1991.0,Condominium
Ampang,585000.0,3.0,1.0,1.0,Fully Furnished,Built-up,712.0,Serviced Residence
Mont Kiara,3500000.0,3.0,6.0,2.0,Partly Furnished,Land area,2863.0,Semi-detached House
Sentul,1660000.0,4.0,6.0,0.0,Unfurnished,Land area,2980.0,Terrace/Link House
Sri Hartamas,3780000.0,2.0,6.0,3.0,Fully Furnished,Built-up,4146.0,Condominium
Mont Kiara,1880000.0,2.0,4.0,3.0,Fully Furnished,Built-up,2648.0,Condominium
Kuchai Lama,560000.0,3.0,2.0,0.0,Partly Furnished,Built-up,935.0,Serviced Residence
KLCC,2055720.0,2.0,5.0,0.0,Partly Furnished,Built-up,2315.0,Condominium
Seputeh,1100000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1470.0,Condominium
Titiwangsa,2500000.0,3.0,5.0,2.0,Partly Furnished,Land area,3200.0,Semi-detached House
Dutamas,1800000.0,2.0,3.0,3.0,Partly Furnished,Built-up,3500.0,Condominium
Mont Kiara,1720000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2460.0,Condominium
Damansara Heights,5400000.0,2.0,4.0,4.0,Fully Furnished,Land area,7000.0,Bungalow
Pantai,700000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1323.0,Condominium
Seputeh,5800000.0,3.0,6.0,3.0,Partly Furnished,Land area,4687.0,Bungalow
Bukit Bintang,2800000.0,3.0,4.0,1.0,Fully Furnished,Built-up,1307.0,Serviced Residence
City Centre,1290000.0,2.0,4.0,1.0,Fully Furnished,Built-up,1830.0,Condominium
Jalan Klang Lama (Old Klang Road),395000.0,3.0,2.0,0.0,Partly Furnished,Built-up,941.0,Condominium
Mont Kiara,620000.0,3.0,1.0,1.0,Fully Furnished,Built-up,462.0,Serviced Residence
Taman Tun Dr Ismail,2100000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2600.0,Condominium
KL City,4300000.0,2.0,5.0,0.0,Partly Furnished,Built-up,5300.0,Condominium
Wangsa Maju,499000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1267.0,Condominium
Damansara Heights,1680000.0,1.0,2.0,2.0,Fully Furnished,Built-up,1160.0,Serviced Residence
KLCC,5900000.0,3.0,2.0,2.0,Fully Furnished,Built-up,2185.0,Serviced Residence
Bukit Jalil,590000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1100.0,Condominium
Taman Melawati,2350000.0,3.0,7.0,4.0,Unfurnished,Land area,4300.0,Semi-detached House
KL Eco City,996250.0,1.0,1.0,1.0,Partly Furnished,Built-up,797.0,Condominium
Titiwangsa,790000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1033.0,Serviced Residence
Ampang,3100000.0,3.0,4.0,2.0,Partly Furnished,Land area,8500.0,Bungalow
Mont Kiara,1460000.0,1.0,1.0,4.0,Partly Furnished,Built-up,1514.0,Condominium
Ampang,2650000.0,3.0,4.0,2.0,Partly Furnished,Land area,8500.0,Bungalow
OUG,2380000.0,3.0,3.0,8.0,Partly Furnished,Land area,5000.0,Semi-detached House
OUG,5900000.0,4.0,8.0,10.0,Partly Furnished,Land area,12722.0,Bungalow
Jalan Klang Lama (Old Klang Road),1150000.0,3.0,2.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),1800000.0,2.0,4.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Jalan Kuching,465600.0,3.0,2.0,2.0,Unfurnished,Built-up,878.0,Serviced Residence
Sentul,550000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1230.0,Condominium
Ampang,3850000.0,2.0,3.0,2.0,Fully Furnished,Built-up,2115.0,Serviced Residence
Ampang,3350000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1615.0,Serviced Residence
Taman Tun Dr Ismail,4900000.0,3.0,6.0,6.0,Partly Furnished,Land area,9100.0,Bungalow
KLCC,1100000.0,3.0,2.0,1.0,Fully Furnished,Built-up,915.0,Serviced Residence
Desa ParkCity,1200000.0,2.0,3.0,1.0,Fully Furnished,Built-up,1507.0,Condominium
Desa ParkCity,1800000.0,2.0,3.0,2.0,Fully Furnished,Built-up,2110.0,Condominium
Kepong,1950000.0,3.0,4.0,0.0,Fully Furnished,Land area,3649.0,Bungalow
Ampang Hilir,2670000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2365.0,Condominium
Bukit Jalil,930000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1513.0,Condominium
Mont Kiara,1330000.0,3.0,2.0,2.0,Unfurnished,Built-up,1200.0,Condominium
Bukit Jalil,1200000.0,3.0,4.0,4.0,Partly Furnished,Built-up,1930.0,Condominium
Mont Kiara,6000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2243.0,Condominium
KLCC,1415700.0,3.0,1.0,1.0,Fully Furnished,Built-up,850.0,Serviced Residence
KLCC,5460000.0,3.0,6.0,0.0,Fully Furnished,Land area,5465.0,Condominium
KLCC,4500000.0,4.0,7.0,0.0,Fully Furnished,Land area,5427.0,Condominium
Ampang,2299000.0,8.0,5.0,6.0,Partly Furnished,Land area,9381.0,Bungalow
Setapak,450000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1232.0,Condominium
Cheras,990000.0,3.0,2.0,1.0,Partly Furnished,Land area,953.0,Serviced Residence
Jalan Klang Lama (Old Klang Road),425000.0,3.0,2.0,1.0,Partly Furnished,Land area,1273.0,Condominium
Cheras,790000.0,2.0,3.0,0.0,Fully Furnished,Land area,0.0,Terrace/Link House
Cheras,880000.0,3.0,2.0,0.0,Fully Furnished,Land area,0.0,Terrace/Link House
Cheras,880000.0,3.0,3.0,4.0,Partly Furnished,Land area,0.0,Terrace/Link House
Cheras,318000.0,3.0,2.0,1.0,Fully Furnished,Built-up,748.0,Apartment
Kuchai Lama,600000.0,2.0,2.0,4.0,Partly Furnished,Built-up,1313.0,Condominium
Cheras,510000.0,3.0,3.0,1.0,Unfurnished,Built-up,1063.0,Condominium
Jalan Klang Lama (Old Klang Road),465000.0,3.0,2.0,2.0,Unfurnished,Land area,15000.0,Serviced Residence
Kepong,600000.0,3.0,2.0,2.0,Unknown,Land area,1560.0,Terrace/Link House
Kepong,368000.0,3.0,2.0,1.0,Unfurnished,Land area,660.0,Terrace/Link House
Kepong,1050000.0,3.0,2.0,6.0,Unfurnished,Land area,0.0,Terrace/Link House
Kepong,1150000.0,3.0,3.0,2.0,Fully Furnished,Land area,0.0,Terrace/Link House
Cheras,730000.0,3.0,2.0,0.0,Fully Furnished,Built-up,1646.0,Condominium
Kepong,1100000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Setapak,300000.0,3.0,2.0,1.0,Unfurnished,Built-up,800.0,Condominium
Cheras,270000.0,3.0,2.0,0.0,Unknown,Built-up,800.0,Apartment
Mont Kiara,1230000.0,2.0,2.0,1.0,Partly Furnished,Built-up,1041.0,Serviced Residence
Pantai,998000.0,3.0,2.0,0.0,Unfurnished,Built-up,1125.0,Condominium
Mont Kiara,1800000.0,2.0,4.0,0.0,Partly Furnished,Built-up,2025.0,Condominium
Mont Kiara,2000000.0,2.0,3.0,2.0,Unfurnished,Built-up,2243.0,Condominium
Bukit Jalil,690000.0,2.0,2.0,2.0,Partly Furnished,Built-up,1415.0,Condominium
Bukit Jalil,588000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1050.0,Condominium
Bukit Jalil,630000.0,3.0,2.0,2.0,Unfurnished,Built-up,1234.0,Condominium
Bukit Jalil,730000.0,2.0,2.0,0.0,Partly Furnished,Built-up,1407.0,Condominium
Bukit Jalil,665000.0,3.0,2.0,2.0,Unfurnished,Built-up,1234.0,Condominium
Bukit Jalil,1190000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1521.0,Serviced Residence
Bukit Jalil,950000.0,2.0,2.0,2.0,Unfurnished,Built-up,1170.0,Serviced Residence
Bukit Jalil,950000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1170.0,Serviced Residence
Bukit Jalil,925000.0,2.0,3.0,2.0,Unfurnished,Built-up,1415.0,Condominium
Bukit Jalil,830000.0,3.0,3.0,2.0,Fully Furnished,Built-up,1293.0,Condominium
Bukit Jalil,1030000.0,2.0,2.0,2.0,Unfurnished,Built-up,1440.0,Condominium
Bukit Jalil,668000.0,3.0,2.0,2.0,Unfurnished,Built-up,1212.0,Condominium
Bukit Jalil,720000.0,3.0,2.0,3.0,Fully Furnished,Built-up,1335.0,Condominium
Bukit Jalil,700000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1457.0,Condominium
Bukit Jalil,680000.0,2.0,3.0,2.0,Unfurnished,Built-up,1454.0,Condominium
Bukit Jalil,700000.0,2.0,2.0,2.0,Unfurnished,Built-up,1456.0,Condominium
Cheras,220000.0,3.0,2.0,0.0,Unknown,Built-up,650.0,Apartment
Sri Hartamas,3200000.0,2.0,6.0,0.0,Partly Furnished,Land area,2850.0,Semi-detached House
Damansara Heights,1950000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1748.0,Serviced Residence
Bandar Menjalara,950000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1635.0,Condominium
Mont Kiara,1900000.0,3.0,3.0,2.0,Unfurnished,Built-up,1573.0,Serviced Residence
Wangsa Maju,880000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1518.0,Condominium
Wangsa Maju,1900000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2711.0,Condominium
Cheras,570000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Cheras,429000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Cheras,780000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Damansara Heights,1900000.0,3.0,3.0,0.0,Partly Furnished,Built-up,1600.0,Terrace/Link House
Dutamas,1990000.0,2.0,5.0,0.0,Fully Furnished,Built-up,1942.0,Condominium
Kepong,850000.0,3.0,3.0,3.0,Partly Furnished,Land area,0.0,Terrace/Link House
Mont Kiara,1430000.0,3.0,3.0,2.0,Fully Furnished,Built-up,1593.0,Condominium
Wangsa Maju,415000.0,3.0,2.0,2.0,Partly Furnished,Built-up,830.0,Serviced Residence
Wangsa Maju,335000.0,1.0,1.0,1.0,Partly Furnished,Built-up,670.0,Serviced Residence
Wangsa Maju,445000.0,2.0,2.0,2.0,Partly Furnished,Built-up,890.0,Serviced Residence
Wangsa Maju,550000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1100.0,Serviced Residence
Wangsa Maju,475000.0,3.0,2.0,2.0,Partly Furnished,Built-up,950.0,Serviced Residence
Wangsa Maju,450000.0,3.0,2.0,2.0,Partly Furnished,Built-up,905.0,Serviced Residence
Mont Kiara,1680000.0,3.0,3.0,0.0,Fully Furnished,Built-up,2648.0,Condominium
Mont Kiara,1600000.0,2.0,4.0,2.0,Partly Furnished,Built-up,2038.0,Condominium
Segambut,690000.0,3.0,3.0,2.0,Partly Furnished,Built-up,1262.0,Condominium
Dutamas,850000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1253.0,Condominium
Cheras,385000.0,3.0,2.0,1.0,Partly Furnished,Land area,900.0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),290000.0,3.0,2.0,0.0,Partly Furnished,Built-up,820.0,Apartment
Sungai Besi,350000.0,3.0,2.0,1.0,Unfurnished,Built-up,818.0,Apartment
Jalan Klang Lama (Old Klang Road),410000.0,3.0,2.0,1.0,Fully Furnished,Built-up,950.0,Serviced Residence
Mont Kiara,1900000.0,2.0,6.0,3.0,Fully Furnished,Built-up,2535.0,Condominium
Bukit Tunku (Kenny Hills),1600000.0,3.0,4.0,0.0,Partly Furnished,Built-up,1894.0,Condominium
Bukit Tunku (Kenny Hills),1650000.0,3.0,4.0,0.0,Partly Furnished,Built-up,1927.0,Condominium
Ampang,730000.0,3.0,1.0,1.0,Partly Furnished,Built-up,830.0,Serviced Residence
Dutamas,580000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1098.0,Condominium
Mont Kiara,2720000.0,2.0,4.0,3.0,Partly Furnished,Built-up,2305.0,Serviced Residence
Bukit Bintang,1080000.0,3.0,2.0,1.0,Fully Furnished,Built-up,947.0,Serviced Residence
Bukit Bintang,925000.0,3.0,1.0,1.0,Fully Furnished,Built-up,829.0,Serviced Residence
KLCC,1300000.0,3.0,1.0,1.0,Fully Furnished,Built-up,890.0,Serviced Residence
Sentul,1680000.0,3.0,4.0,0.0,Unfurnished,Land area,8110.0,Bungalow
Bukit Bintang,915000.0,3.0,1.0,1.0,Fully Furnished,Built-up,818.0,Serviced Residence
Jalan Kuching,650000.0,3.0,2.0,1.0,Unfurnished,Built-up,1050.0,Condominium
Bukit Jalil,580000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1441.0,Condominium
Bangsar,1100000.0,2.0,2.0,1.0,Fully Furnished,Built-up,1112.0,Condominium
Dutamas,1890000.0,3.0,7.0,5.0,Unfurnished,Land area,0.0,Terrace/Link House
Kepong,1000000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Damansara Heights,3780000.0,2.0,4.0,0.0,Unfurnished,Built-up,2700.0,Serviced Residence
Bangsar,13990000.0,3.0,6.0,6.0,Unfurnished,Built-up,6995.0,Condominium
Taman Desa,485000.0,3.0,2.0,2.0,Unfurnished,Built-up,938.0,Condominium
Bangsar,8200000.0,2.0,4.0,4.0,Unfurnished,Built-up,4771.0,Condominium
Bangsar,8800000.0,2.0,5.0,3.0,Partly Furnished,Built-up,5137.0,Condominium
Mont Kiara,785000.0,3.0,2.0,1.0,Unfurnished,Built-up,1068.0,Condominium
Damansara Heights,2606800.0,3.0,2.0,2.0,Unfurnished,Built-up,1863.0,Serviced Residence
Damansara Heights,1612800.0,3.0,2.0,1.0,Unfurnished,Built-up,1152.0,Serviced Residence
Cheras,480000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1142.0,Condominium
Ampang,1100000.0,3.0,3.0,0.0,Partly Furnished,Land area,2200.0,Terrace/Link House
Bukit Jalil,430000.0,3.0,2.0,1.0,Partly Furnished,Land area,1231.0,Condominium
Setapak,360000.0,3.0,2.0,0.0,Unfurnished,Built-up,856.0,Serviced Residence
Setapak,395000.0,3.0,2.0,0.0,Unfurnished,Built-up,1009.0,Serviced Residence
Setapak,518000.0,3.0,2.0,2.0,Unfurnished,Built-up,1260.0,Serviced Residence
Setapak,480000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1009.0,Serviced Residence
Taman Tun Dr Ismail,500000.0,2.0,3.0,0.0,Unfurnished,Land area,1381.0,Condominium
Taman Desa,650000.0,3.0,2.0,1.0,Unfurnished,Built-up,1250.0,Condominium
Mont Kiara,840000.0,2.0,3.0,2.0,Fully Furnished,Built-up,1300.0,Serviced Residence
Mont Kiara,1980000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1800.0,Condominium
Cheras,1120000.0,2.0,5.0,4.0,Unfurnished,Land area,1800.0,Terrace/Link House
Bangsar,2200000.0,2.0,3.0,0.0,Partly Furnished,Built-up,2027.0,Serviced Residence
Kepong,495000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1050.0,Condominium
Kepong,495000.0,2.0,3.0,2.0,Partly Furnished,Built-up,1050.0,Condominium
Kepong,505000.0,2.0,3.0,3.0,Partly Furnished,Built-up,1050.0,Condominium
Mont Kiara,5500000.0,3.0,6.0,0.0,Partly Furnished,Land area,3300.0,Bungalow
Sri Hartamas,4380000.0,3.0,5.0,3.0,Fully Furnished,Land area,2700.0,Terrace/Link House
Sri Hartamas,3900000.0,3.0,5.0,3.0,Fully Furnished,Land area,2700.0,Terrace/Link House
Mont Kiara,6900000.0,4.0,7.0,3.0,Fully Furnished,Land area,6500.0,Bungalow
Mont Kiara,7300000.0,4.0,7.0,5.0,Partly Furnished,Land area,8750.0,Bungalow
Mont Kiara,6900000.0,4.0,7.0,5.0,Partly Furnished,Land area,9120.0,Bungalow
Bangsar,8159000.0,2.0,6.0,3.0,Partly Furnished,Built-up,4945.0,Condominium
Cheras,1250000.0,3.0,3.0,2.0,Partly Furnished,Land area,0.0,Terrace/Link House
Titiwangsa,660000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1100.0,Serviced Residence
Sri Petaling,450000.0,3.0,2.0,1.0,Partly Furnished,Built-up,1129.0,Condominium
Mont Kiara,5000000.0,3.0,5.0,4.0,Partly Furnished,Built-up,6288.0,Condominium
Cheras,298000.0,3.0,2.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Setapak,380000.0,2.0,2.0,2.0,Unfurnished,Built-up,950.0,Condominium
Wangsa Maju,449000.0,3.0,2.0,1.0,Unfurnished,Built-up,725.0,Serviced Residence
KLCC,2528000.0,2.0,5.0,0.0,Unfurnished,Land area,3412.0,Condominium
Pandan Perdana,1100000.0,3.0,3.0,0.0,Unfurnished,Land area,0.0,Terrace/Link House
Keramat,680000.0,2.0,4.0,2.0,Unfurnished,Built-up,1800.0,Terrace/Link House
Sungai Besi,530000.0,3.0,2.0,0.0,Partly Furnished,Built-up,1074.0,Condominium
Mont Kiara,1550000.0,3.0,3.0,2.0,Unfurnished,Built-up,1878.0,Condominium
Sungai Besi,600000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1106.0,Condominium
Cheras,2739000.0,3.0,1.0,6.0,Unfurnished,Land area,8300.0,Residential Land
Mont Kiara,1350000.0,3.0,2.0,2.0,Partly Furnished,Built-up,1200.0,Condominium
Bandar Menjalara,640000.0,2.0,2.0,2.0,Unfurnished,Built-up,1316.0,Condominium
KLCC,1150000.0,3.0,2.0,1.0,Fully Furnished,Built-up,1065.0,Condominium
KL City,980000.0,3.0,1.0,1.0,Fully Furnished,Built-up,743.0,Serviced Residence
Taman Desa,588000.0,3.0,2.0,1.0,Partly Furnished,Built-up,928.0,Condominium
KL Sentral,5600000.0,2.0,3.0,2.0,Partly Furnished,Built-up,2409.0,Serviced Residence
Taman Desa,515000.0,3.0,2.0,1.0,Unfurnished,Built-up,715.0,Serviced Residence
City Centre,820000.0,3.0,1.0,1.0,Fully Furnished,Built-up,677.0,Serviced Residence
Mont Kiara,4500000.0,3.0,5.0,3.0,Partly Furnished,Land area,4000.0,Terrace/Link House
Taman Tun Dr Ismail,3200000.0,3.0,2.0,2.0,Partly Furnished,Land area,5735.0,Terrace/Link House
Sri Hartamas,3200000.0,2.0,6.0,0.0,Partly Furnished,Land area,2850.0,Semi-detached House
Ampang,1288000.0,2.0,4.0,1.0,Fully Furnished,Built-up,3246.0,Condominium
Bandar Menjalara,815000.0,3.0,2.0,0.0,Unfurnished,Built-up,1358.0,Condominium
Sungai Besi,680000.0,2.0,2.0,2.0,Fully Furnished,Built-up,1025.0,Serviced Residence
Bandar Menjalara,795000.0,3.0,2.0,2.0,Unfurnished,Built-up,1440.0,Condominium
Sunway SPK,1800000.0,3.0,5.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Kepong,998000.0,3.0,3.0,0.0,Partly Furnished,Land area,0.0,Terrace/Link House
Bandar Menjalara,700000.0,3.0,2.0,2.0,Fully Furnished,Built-up,1260.0,Condominium
Jalan Klang Lama (Old Klang Road),718000.0,2.0,2.0,2.0,Partly Furnished,Built-up,935.0,Condominium
Jalan Klang Lama (Old Klang Road),720000.0,2.0,2.0,2.0,Partly Furnished,Built-up,935.0,Condominium
Sentul,980000.0,3.0,3.0,1.0,Unfurnished,Built-up,1200.0,Condominium
Sentul,1000000.0,2.0,4.0,2.0,Partly Furnished,Built-up,1400.0,Condominium
Sentul,1000000.0,3.0,3.0,1.0,Partly Furnished,Built-up,1186.0,Condominium
